文件名,情感评分,完整性评分,实质性评分,可比性评分,可读性评分,可靠性评分,综合评分
2016中国核建.txt,0.8620689655172413,1.2,1.1666666666666667,0.0,0,0,0.5381226053639847
2017中国核建.txt,0.8402061855670103,1.4666666666666666,1.5,0.157701313495636,0,0,0.6607623609548855
2018中国核建.txt,0.8231707317073171,1.0666666666666667,1.25,0.24509668350219727,0,0,0.5641556803126968
2019中国核建.txt,0.7106598984771574,1.6666666666666667,1.5833333333333333,0.2098855972290039,0,0,0.6950909159510269
2020中国核建.txt,0.7931034482758621,1.6,1.6666666666666667,0.16329830884933472,0,0,0.7038447372986439
2021中国核建.txt,0.8229885057471265,1.8,1.5833333333333333,0.16542315483093262,0,0,0.7286241656518987
2022中国核建.txt,0.75177304964539,1.7333333333333334,1.9166666666666667,0.17728012800216675,0,0,0.7631755296079262
2023中国核建.txt,0.7217125382262997,1.8,1.8333333333333333,0.19138973951339722,0,0,0.7577392685121717
2024中国核建.txt,0.7595307917888563,1.6666666666666667,1.75,0.08747714757919312,0,0,0.7106124343391192
